1.000000,1.000000,1.000000,0.972222,1.166667,1.250000,1.083333,0.944444,1.055556,1.000000,1.027778,1.055556,1.222222,0.833333,1.055556,1.138889,0.888889,0.944444
1.000000,1.000000,0.986111,1.041667,1.041667,1.208333,1.041667,1.069444,1.027778,1.027778,1.083333,1.097222,1.236111,0.958333,1.000000,1.000000,0.902778,0.958333
1.000000,0.986111,1.000000,0.958333,1.069444,1.152778,1.083333,0.944444,1.000000,1.027778,1.111111,1.027778,1.180556,0.944444,1.000000,1.055556,0.805556,0.944444
0.972222,1.041667,0.958333,0.972222,1.097222,1.138889,1.027778,1.000000,1.055556,0.916667,1.083333,1.000000,1.180556,0.916667,1.041667,1.027778,0.888889,0.916667
1.166667,1.041667,1.069444,1.097222,1.166667,1.388889,1.277778,1.069444,1.222222,1.236111,1.333333,1.388889,1.166667,1.055556,1.291667,1.277778,0.902778,1.166667
1.250000,1.208333,1.152778,1.138889,1.388889,1.194444,1.250000,1.138889,1.194444,1.222222,1.277778,1.361111,1.444444,1.083333,1.194444,1.305556,1.097222,1.194444
1.083333,1.041667,1.083333,1.027778,1.277778,1.250000,1.083333,1.097222,1.152778,1.097222,1.111111,1.194444,1.222222,1.013889,1.194444,1.125000,0.861111,1.083333
0.944444,1.069444,0.944444,1.000000,1.069444,1.138889,1.097222,0.972222,1.013889,0.986111,1.041667,1.055556,1.152778,0.972222,1.013889,0.888889,0.875000,0.944444
1.055556,1.027778,1.000000,1.055556,1.222222,1.194444,1.152778,1.013889,1.055556,1.027778,1.166667,1.083333,1.347222,1.013889,1.138889,1.111111,0.875000,1.000000
1.000000,1.027778,1.027778,0.916667,1.236111,1.222222,1.097222,0.986111,1.027778,1.027778,1.125000,1.222222,1.083333,1.013889,1.125000,1.027778,0.750000,1.027778
1.027778,1.083333,1.111111,1.083333,1.333333,1.277778,1.111111,1.041667,1.166667,1.125000,1.111111,1.208333,1.250000,1.166667,1.166667,1.166667,0.902778,1.041667
1.055556,1.097222,1.027778,1.000000,1.388889,1.361111,1.194444,1.055556,1.083333,1.222222,1.208333,1.083333,1.111111,1.055556,1.125000,1.111111,0.875000,1.069444
1.222222,1.236111,1.180556,1.180556,1.166667,1.444444,1.222222,1.152778,1.347222,1.083333,1.250000,1.111111,1.166667,1.097222,1.180556,1.277778,1.083333,1.138889
0.833333,0.958333,0.944444,0.916667,1.055556,1.083333,1.013889,0.972222,1.013889,1.013889,1.166667,1.055556,1.097222,0.944444,1.000000,0.861111,0.791667,0.902778
1.055556,1.000000,1.000000,1.041667,1.291667,1.194444,1.194444,1.013889,1.138889,1.125000,1.166667,1.125000,1.180556,1.000000,1.055556,1.166667,0.791667,0.972222
1.138889,1.000000,1.055556,1.027778,1.277778,1.305556,1.125000,0.888889,1.111111,1.027778,1.166667,1.111111,1.277778,0.861111,1.166667,1.055556,0.916667,0.986111
0.888889,0.902778,0.805556,0.888889,0.902778,1.097222,0.861111,0.875000,0.875000,0.750000,0.902778,0.875000,1.083333,0.791667,0.791667,0.916667,0.833333,0.736111
0.944444,0.958333,0.944444,0.916667,1.166667,1.194444,1.083333,0.944444,1.000000,1.027778,1.041667,1.069444,1.138889,0.902778,0.972222,0.986111,0.736111,0.972222
